region,n_pixels,rmse_K,mae_K,signed_error_K,posterior_sd_K,coverage_95,interval_width_95_K,positive_sd_fraction,zero_sd_nonzero_error_fraction,mean_z,rms_z,mean_abs_error_over_sd,median_abs_error_over_sd,fraction_abs_z_gt_1_96,crps_K,trajectory,family,run_index,role,model,state_representation,propagation,gamma_mode,region_basis,stage
above_camera_ceiling,76,2.640474352066859,1.6450732493895253,-0.3129225381032108,0.715931874084912,0.5921052631578947,2.7391498721162018,1.0,0.0,0.43708423864097573,3.6881642620561528,2.297806968703859,1.608367314580163,0.40789473684210525,1.3503654604242215,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.160065995578684,2.7484072208456607,-2.6888814812669923,0.7159318740849122,0.38461538461538464,2.7767631108004376,1.0,0.0,3.755778417749397,5.810700914658933,3.8389228365598496,2.30226409420269,0.6153846153846154,2.4249660450901107,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5880717071775282,0.2249424743039701,-0.08876650122412964,0.6579526780214497,0.9632147141143542,2.517882438989245,1.0,0.0,0.12605340907293464,0.8496293767027708,0.3406185658048647,0.10184746533109063,0.03438624550179928,0.25197757601957227,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.627562538136525,1.587656533569167,-0.41371207062388377,0.674735314776538,0.5657894736842105,2.604496285207937,1.0,0.0,0.5544504691688928,3.7453971026408293,2.299364267924295,1.5220732331476405,0.40789473684210525,1.3117903972263683,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.180962042980992,2.791414563300455,-2.737536904784406,0.7078131723924361,0.34615384615384615,2.7331864904862253,1.0,0.0,3.8769226750068944,5.9205304490885995,3.9524766840723577,2.41743904961426,0.6538461538461539,2.4650571341928904,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | fixed gamma,coherent latent previous state,mean-only,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5928826628690528,0.217775648741169,-0.06426882457901092,2.7977934625405374,0.9940023990403839,10.711497320099443,1.0,0.0,0.020888313631545877,0.5101030077444382,0.11552651790147722,0.01464612017055138,0.005197920831667333,0.7062499022506813,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.640474352066859,1.6450732493895253,-0.3129225381032108,1.1541366699700228,0.8289473684210527,4.4157575785095915,1.0,0.0,0.48191535536135327,2.7723874524372225,1.5500585332273118,1.0062770643651626,0.15789473684210525,1.273981492889197,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.160065995578684,2.7484072208456607,-2.6888814812669923,1.1192183539404303,0.5769230769230769,4.326440353217739,1.0,0.0,2.7915406157404536,4.5281378436737505,2.8282151982932646,1.6853763610434491,0.4230769230769231,2.3590854881046965,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6910750649660758,0.41258108756469986,-0.12163252031399548,2.6239094212863967,0.9916033586565374,10.043655648534788,1.0,0.0,0.052144943349023774,0.5580966676958774,0.1997476458663175,0.11010235354460894,0.006397441023590564,0.6853180684354189,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.602801972544344,1.5144228072439625,-0.7095836781581091,0.9720164725017342,0.7368421052631579,3.6937242809632553,1.0,0.0,0.8265720086118545,2.932066513477854,1.6175848668225155,0.8998521595601481,0.19736842105263158,1.214185375894301,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.269029457233755,3.016945021386048,-3.016945021386048,0.99496786306549,0.38461538461538464,3.7454233041638796,1.0,0.0,3.278774412495151,4.849573884236909,3.278774412495151,2.085615738722967,0.5384615384615384,2.5677733069719606,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | fixed gamma,coherent latent previous state,moment-matched,fixed gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5953078673955313,0.2179127190491927,-0.06445133202967292,0.7159318740849122,0.9660135945621752,2.7409833369623926,1.0,0.0,0.09002439249132907,0.8315146858860561,0.30437633375064327,0.058656169604614894,0.031187524990004,0.2658096919512233,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.658370245029402,1.6495839446575165,-0.31892847407828495,0.715931874084912,0.5921052631578947,2.7391498721162018,1.0,0.0,0.4454732155708698,3.713160904348992,2.3041074219051594,1.608367314580163,0.40789473684210525,1.3552713499077997,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.1933540678035435,2.7625474535478904,-2.7054821706598773,0.7159318740849122,0.38461538461538464,2.7767631108004376,1.0,0.0,3.7789659443755905,5.857197059655141,3.858673644163301,2.30226409420269,0.6153846153846154,2.439847574052546,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5905177868304946,0.22507954461199378,-0.08894900867479161,0.6579526780214497,0.9632147141143542,2.517882438989245,1.0,0.0,0.12630999593062578,0.8529761565294786,0.34081112808951486,0.10184746533109063,0.03438624550179928,0.2521282255984865,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.645553976792244,1.592167228837156,-0.41971800659895714,0.674735314776538,0.5657894736842105,2.604496285207937,1.0,0.0,0.5628942024726497,3.770347030597435,2.30570108731785,1.5220732331476405,0.40789473684210525,1.3167479577114287,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.21410608379386,2.8055547960026805,-2.7541375941772865,0.7078131723924361,0.34615384615384615,2.7331864904862253,1.0,0.0,3.9002478788609527,5.966798708843239,3.972356172718132,2.41743904961426,0.6538461538461539,2.480078320940924,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | mean-only | development-recalibrated gamma,coherent latent previous state,mean-only,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5953078673955313,0.2179127190491927,-0.06445133202967292,2.7977934625405374,0.9936025589764095,10.711497320099443,1.0,0.0,0.021097047574070497,0.514040754717139,0.11569039582605407,0.01464612017055138,0.005197920831667333,0.7063989343853605,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,2.658370245029402,1.6495839446575165,-0.31892847407828495,1.1541366699700228,0.8157894736842105,4.415757578509591,1.0,0.0,0.4887843499699593,2.796219549603375,1.5554514107189796,1.0062770643651626,0.15789473684210525,1.2788858266896248,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,4.1933540678035435,2.7625474535478904,-2.7054821706598773,1.1192183539404303,0.5384615384615384,4.326440353217738,1.0,0.0,2.8105365308575663,4.570896033415751,2.8450616785461835,1.6853763610434491,0.4230769230769231,2.373930632237037,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current forecast before Y_n
overall,2501,0.6931683323841037,0.4127437363908992,-0.12181502776465748,2.6239094212863967,0.9916033586565374,10.043655648534788,1.0,0.0,0.052360561283247356,0.5619053369150131,0.19994018651590842,0.11010235354460894,0.006397441023590564,0.6854729575268603,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,2.621055464449266,1.5197752376955982,-0.7155896141331839,0.9720164725017342,0.7368421052631579,3.6937242809632553,1.0,0.0,0.8336675408946591,2.9559076120114973,1.623920974251818,0.8998521595601481,0.19736842105263158,1.2192824498113453,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,4.301678955237288,3.0335457107789328,-3.0335457107789328,0.99496786306549,0.38461538461538464,3.7454233041638796,1.0,0.0,3.2984052705359233,4.891848931438696,3.2984052705359233,2.085615738722967,0.5384615384615384,2.5831713373031544,HorizontalScanPath_13,Horizontal,13,development,coherent latent previous state | moment-matched | development-recalibrated gamma,coherent latent previous state,moment-matched,development-recalibrated gamma,current-frame truth,current posterior after Y_n
overall,2501,0.5790833370841697,0.02454510229539856,0.021486381590731674,0.7159318740849122,0.9972011195521792,2.7409833369623926,1.0,0.0,-0.030011768393738685,0.8088525710974117,0.03428413119163265,0.00016537604424100836,0.001999200319872051,0.18663604197185313,HorizontalScanPath_13,Horizontal,13,development,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
above_camera_ceiling,76,3.3217704497618317,0.7552464760310231,0.7485205236481347,0.715931874084912,0.9078947368421053,2.7391498721162018,1.0,0.0,-1.0455192047495807,4.639785669561985,1.0549138868783596,0.11616016554067207,0.06578947368421052,0.7967161199044971,HorizontalScanPath_13,Horizontal,13,development,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
current_top_1pct,26,5.673929833219769,2.0815269604094317,2.0815269604094317,0.7159318740849122,0.7692307692307693,2.7767631108004376,1.0,0.0,-2.9074371958505023,7.925237077161925,2.9074371958505023,0.24018747521512104,0.19230769230769232,1.9800861163582344,HorizontalScanPath_13,Horizontal,13,development,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current forecast before Y_n
overall,2501,0.5858378479441677,0.0808893285138575,0.02219554078409723,0.6577814707775187,0.998000799680128,2.517688196412032,1.0,0.0,-0.03094950037859676,0.8279379896212893,0.12992058895679218,0.05871359078541869,0.001999200319872051,0.17827255798167274,HorizontalScanPath_13,Horizontal,13,development,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
above_camera_ceiling,76,3.326273772796297,0.8032610171931913,0.7624564776228258,0.6693614613876345,0.9342105263157895,2.5540310177653383,1.0,0.0,-1.0709903728897896,4.66581530556043,1.1453270902618424,0.19785015570552317,0.06578947368421052,0.7949752058628732,HorizontalScanPath_13,Horizontal,13,development,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
current_top_1pct,26,5.679418505380729,2.0922516032143528,2.0922516032143528,0.7072044479100733,0.8076923076923077,2.754067038743625,1.0,0.0,-2.9439359297164907,7.96482285645775,2.9439359297164907,0.27375498741435966,0.19230769230769232,1.9886218521595285,HorizontalScanPath_13,Horizontal,13,development,strict oracle | exact previous state | fixed gamma,true previous state,exact state; innovation only,fixed gamma,current-frame truth,current posterior after Y_n
